time_ps,mindist_nm
0.0,0.2139369
10.0,0.2143218
20.0,0.1928237
30.0,0.2129909
40.0,0.2241098
50.0,0.2215513
60.0,0.215625
70.0,0.2121199
80.0,0.2038481
90.0,0.1949434
100.0,0.202741
110.0,0.2129837
120.0,0.2023585
130.0,0.2297953
140.0,0.1977399
150.0,0.2059976
160.0,0.2039829
170.0,0.1967838
180.0,0.2086194
190.0,0.2291639
200.0,0.1991809
210.0,0.2164371
220.0,0.2213257
230.0,0.1886956
240.0,0.2047706
250.0,0.1953614
260.0,0.1935229
270.0,0.2268083
280.0,0.2245372
290.0,0.2309204
300.0,0.2296127
310.0,0.229168
320.0,0.238143
330.0,0.2253041
340.0,0.2222025
350.0,0.2068935
360.0,0.2148163
370.0,0.2243701
380.0,0.2244481
390.0,0.2304474
400.0,0.2285345
410.0,0.2193739
420.0,0.2346508
430.0,0.2347554
440.0,0.2380334
450.0,0.2435468
460.0,0.2265258
470.0,0.2297696
480.0,0.2209549
490.0,0.2525651
500.0,0.2330602
510.0,0.220057
520.0,0.2141703
530.0,0.2212895
540.0,0.2289124
550.0,0.2369237
560.0,0.2275873
570.0,0.2150045
580.0,0.2250577
590.0,0.2077641
600.0,0.2255971
610.0,0.2365354
620.0,0.2257922
630.0,0.2345231
640.0,0.2248485
650.0,0.2222748
660.0,0.2278377
670.0,0.2239598
680.0,0.2247709
690.0,0.2284623
700.0,0.226168
710.0,0.222706
720.0,0.2391401
730.0,0.2188927
740.0,0.2407179
750.0,0.2296911
760.0,0.2234951
770.0,0.2299933
780.0,0.223913
790.0,0.2290721
800.0,0.2244303
810.0,0.2074127
820.0,0.2102311
830.0,0.1943398
840.0,0.2210973
850.0,0.2137144
860.0,0.2186918
870.0,0.2269387
880.0,0.2407179
890.0,0.2147674
900.0,0.2335509
910.0,0.2135601
920.0,0.2133376
930.0,0.2051927
940.0,0.2294972
950.0,0.2322818
960.0,0.2260662
970.0,0.2263873
980.0,0.2207848
990.0,0.2224278
1000.0,0.2147444
1010.0,0.2237319
1020.0,0.2365545
1030.0,0.2199952
1040.0,0.2282976
1050.0,0.2312855
1060.0,0.2206198
1070.0,0.2394287
1080.0,0.2272705
1090.0,0.2297302
1100.0,0.2339188
1110.0,0.2309335
1120.0,0.2336451
1130.0,0.2316335
1140.0,0.2329681
1150.0,0.2284793
1160.0,0.2251066
1170.0,0.2368013
1180.0,0.2328453
1190.0,0.225874
1200.0,0.246923
1210.0,0.2222363
1220.0,0.2271764
1230.0,0.2304973
1240.0,0.2196497
1250.0,0.2443665
1260.0,0.2220653
1270.0,0.2456681
1280.0,0.2305753
1290.0,0.236417
1300.0,0.2322625
1310.0,0.2411144
1320.0,0.2300436
1330.0,0.235306
1340.0,0.2137215
1350.0,0.2180027
1360.0,0.2350867
1370.0,0.2211928
1380.0,0.2317112
1390.0,0.2263142
1400.0,0.2203501
1410.0,0.2200658
1420.0,0.2171543
1430.0,0.2258897
1440.0,0.1843338
1450.0,0.2196565
1460.0,0.1968505
1470.0,0.2248309
1480.0,0.2331759
1490.0,0.1953817
1500.0,0.2260818
1510.0,0.1872911
1520.0,0.1910023
1530.0,0.2245287
1540.0,0.1978305
1550.0,0.1780055
1560.0,0.2165802
1570.0,0.2312275
1580.0,0.2200481
1590.0,0.2153605
1600.0,0.2005643
1610.0,0.233508
1620.0,0.2399124
1630.0,0.2351725
1640.0,0.2149073
1650.0,0.2291394
1660.0,0.2298785
1670.0,0.2181967
1680.0,0.2364337
1690.0,0.2283506
1700.0,0.2213908
1710.0,0.2243877
1720.0,0.2222627
1730.0,0.2128989
1740.0,0.2240556
1750.0,0.219529
1760.0,0.2298129
1770.0,0.2261614
1780.0,0.2201227
1790.0,0.2318862
1800.0,0.2233161
1810.0,0.2214909
1820.0,0.2208939
1830.0,0.2324157
1840.0,0.2296322
1850.0,0.219274
1860.0,0.2239602
1870.0,0.2236807
1880.0,0.2132445
1890.0,0.2238349
1900.0,0.2251448
1910.0,0.2359686
1920.0,0.2262346
1930.0,0.22443
1940.0,0.21649
1950.0,0.2267006
1960.0,0.2240764
1970.0,0.2359426
1980.0,0.2249934
1990.0,0.2400624
2000.0,0.2403932
2010.0,0.2327576
2020.0,0.2202201
2030.0,0.2420268
2040.0,0.2450737
2050.0,0.2205565
2060.0,0.2327683
2070.0,0.2344141
2080.0,0.2226859
2090.0,0.2242612
2100.0,0.2442352
2110.0,0.2321057
2120.0,0.2290547
2130.0,0.2313614
2140.0,0.2230224
2150.0,0.2232776
2160.0,0.2486567
2170.0,0.2264681
2180.0,0.2375038
2190.0,0.2273456
2200.0,0.2260728
2210.0,0.255221
2220.0,0.2605267
2230.0,0.2695868
2240.0,0.2746744
2250.0,0.2407781
2260.0,0.2333968
2270.0,0.2505273
2280.0,0.2177269
2290.0,0.226493
2300.0,0.2172003
2310.0,0.2433063
2320.0,0.2247444
2330.0,0.2153809
2340.0,0.2433374
2350.0,0.2328992
2360.0,0.2185841
2370.0,0.2287071
2380.0,0.2409379
2390.0,0.2337371
2400.0,0.2222296
2410.0,0.2226636
2420.0,0.2304106
2430.0,0.2314088
2440.0,0.2309156
2450.0,0.2241496
2460.0,0.2283525
2470.0,0.2159957
2480.0,0.2283635
2490.0,0.2177818
2500.0,0.2317628
2510.0,0.227407
2520.0,0.2148207
2530.0,0.2390775
2540.0,0.2209435
2550.0,0.2204539
2560.0,0.2245928
2570.0,0.2266649
2580.0,0.2238704
2590.0,0.2184235
2600.0,0.215625
2610.0,0.2209453
2620.0,0.2346167
2630.0,0.2277306
2640.0,0.2301083
2650.0,0.2226658
2660.0,0.2285195
2670.0,0.2331931
2680.0,0.2197226
2690.0,0.2283112
2700.0,0.2313526
2710.0,0.2331736
2720.0,0.2436882
2730.0,0.2310605
2740.0,0.2215854
2750.0,0.2235376
2760.0,0.2239418
2770.0,0.2177932
2780.0,0.218527
2790.0,0.2236716
2800.0,0.2267112
2810.0,0.2204407
2820.0,0.2307053
2830.0,0.2287795
2840.0,0.2248422
2850.0,0.2311798
2860.0,0.2244637
2870.0,0.2292183
2880.0,0.2239779
2890.0,0.2309917
2900.0,0.2096043
2910.0,0.2146179
2920.0,0.2362309
2930.0,0.2177012
2940.0,0.2162823
2950.0,0.2289477
2960.0,0.2239419
2970.0,0.2327361
2980.0,0.2390335
2990.0,0.241214
3000.0,0.2248085
3010.0,0.2365925
3020.0,0.2331995
3030.0,0.2310152
3040.0,0.2370908
3050.0,0.2275809
3060.0,0.2239709
3070.0,0.2297063
3080.0,0.2448773
3090.0,0.2124638
3100.0,0.2292835
3110.0,0.2306059
3120.0,0.2380149
3130.0,0.2283178
3140.0,0.2225804
3150.0,0.222225
3160.0,0.2328111
3170.0,0.2250978
3180.0,0.2359537
3190.0,0.2319181
3200.0,0.2268063
3210.0,0.2290962
3220.0,0.2197951
3230.0,0.2267755
3240.0,0.2282828
3250.0,0.2371583
3260.0,0.2160489
3270.0,0.2198773
3280.0,0.2501397
3290.0,0.2315449
3300.0,0.2351615
3310.0,0.2221667
3320.0,0.2511275
3330.0,0.2594109
3340.0,0.2464082
3350.0,0.2515828
3360.0,0.242998
3370.0,0.2376511
3380.0,0.2319372
3390.0,0.2515668
3400.0,0.2448263
3410.0,0.2600828
3420.0,0.2733989
3430.0,0.2614459
3440.0,0.244086
3450.0,0.214292
3460.0,0.2496358
3470.0,0.223781
3480.0,0.2414892
3490.0,0.2461829
3500.0,0.2173132
3510.0,0.2443031
3520.0,0.2355714
3530.0,0.2250044
3540.0,0.2328347
3550.0,0.2445281
3560.0,0.2445852
3570.0,0.2100477
3580.0,0.2620266
3590.0,0.2723784
3600.0,0.2530414
3610.0,0.2493711
3620.0,0.2180505
3630.0,0.2332122
3640.0,0.2144525
3650.0,0.2106942
3660.0,0.1981942
3670.0,0.2071836
3680.0,0.1940155
3690.0,0.1861665
3700.0,0.1908247
3710.0,0.199181
3720.0,0.1869598
3730.0,0.2781025
3740.0,0.2140916
3750.0,0.1790784
3760.0,0.2140024
3770.0,0.2050394
3780.0,0.1879018
3790.0,0.2129297
3800.0,0.2300829
3810.0,0.2804779
3820.0,0.2744178
3830.0,0.2280589
3840.0,0.235072
3850.0,0.2527252
3860.0,0.2544449
3870.0,0.2269052
3880.0,0.2559631
3890.0,0.2506052
3900.0,0.2620116
3910.0,0.2528203
3920.0,0.2532234
3930.0,0.2621335
3940.0,0.2881909
3950.0,0.2609634
3960.0,0.2482439
3970.0,0.2597248
3980.0,0.2639433
3990.0,0.2684265
4000.0,0.2730951
4010.0,0.2434848
4020.0,0.2484636
4030.0,0.2303583
4040.0,0.2766764
4050.0,0.2539702
4060.0,0.2657275
4070.0,0.2802236
4080.0,0.2659796
4090.0,0.2524976
4100.0,0.2603018
4110.0,0.2458476
4120.0,0.272435
4130.0,0.2477576
4140.0,0.2326845
4150.0,0.2589926
4160.0,0.2732288
4170.0,0.2554623
4180.0,0.2673313
4190.0,0.2361565
4200.0,0.2542934
4210.0,0.2451387
4220.0,0.2632753
4230.0,0.2809292
4240.0,0.2649545
4250.0,0.259725
4260.0,0.2685515
4270.0,0.2341385
4280.0,0.2345951
4290.0,0.2260375
4300.0,0.2547038
4310.0,0.2273545
4320.0,0.2341068
4330.0,0.2603727
4340.0,0.2366367
4350.0,0.2428624
4360.0,0.2254904
4370.0,0.2322778
