time_ps,rmsd_nm
0.0,0.0004952
0.01,0.1286296
0.02,0.2067041
0.03,0.1955052
0.04,0.2321828
0.05,0.258229
0.06,0.2446952
0.07,0.2628106
0.08,0.2552707
0.09,0.2621058
0.1,0.2946417
0.11,0.3136932
0.12,0.3672485
0.13,0.3681664
0.14,0.4106475
0.15,0.4321654
0.16,0.4539828
0.17,0.4539801
0.18,0.4421499
0.19,0.426213
0.2,0.426275
0.21,0.4286749
0.22,0.4019769
0.23,0.4119026
0.24,0.4201919
0.25,0.4032499
0.26,0.3957549
0.27,0.4144199
0.28,0.4402202
0.29,0.4655488
0.3,0.4953803
0.31,0.4621142
0.32,0.4615829
0.33,0.4717989
0.34,0.4739231
0.35,0.4260356
0.36,0.3998722
0.37,0.4053383
0.38,0.4163813
0.39,0.4580944
0.4,0.459421
0.41,0.4601204
0.42,0.4653771
0.43,0.4778363
0.44,0.491902
0.45,0.5146021
0.46,0.5031472
0.47,0.4966627
0.48,0.5363513
0.49,0.5316386
0.5,0.5350102
0.5100001,0.5312302
0.52,0.5266808
0.53,0.5032445
0.54,0.5212898
0.55,0.5606401
0.56,0.5245177
0.5700001,0.5015801
0.58,0.5141455
0.59,0.4681476
0.6,0.4829182
0.61,0.5452259
0.62,0.5440865
0.6300001,0.538063
0.64,0.5283065
0.65,0.5675991
0.66,0.5515885
0.67,0.5437311
0.68,0.5364381
0.6900001,0.5398132
0.7,0.5394602
0.71,0.596007
0.72,0.5848454
0.73,0.5928639
0.74,0.5831712
0.7500001,0.6062518
0.7600001,0.6174796
0.77,0.6529422
0.78,0.629936
0.79,0.6372196
0.8,0.6517335
0.8100001,0.6579345
0.8200001,0.6833344
0.83,0.6714289
0.84,0.6976172
0.85,0.7012771
0.86,0.6849906
0.8700001,0.6605311
0.8800001,0.6890196
0.89,0.6925137
0.9,0.7340989
0.91,0.7930529
0.92,0.7852965
0.9300001,0.726204
0.9400001,0.7204154
0.95,0.6868942
0.96,0.705308
0.97,0.7354787
0.98,0.7343904
0.9900001,0.7281996
1.0,0.7247818
1.01,0.7457395
1.0200001,0.7274053
1.0300001,0.7219498
1.0400001,0.7192243
1.0500001,0.6995098
1.0600001,0.7111336
1.0700001,0.7055949
1.08,0.758936
1.09,0.7519916
1.1,0.809805
1.11,0.7888864
1.12,0.8626171
1.13,0.9094349
1.1400001,0.937717
1.1500001,0.8963611
1.1600001,0.894992
1.1700001,0.9034396
1.1800001,0.9281773
1.1900001,0.9539405
1.2,0.9190518
1.21,0.9704301
1.22,0.9911413
1.23,1.0461833
1.24,1.0597336
1.25,1.0679343
1.2600001,1.1255945
1.2700001,1.1329814
1.2800001,1.16176
1.2900001,1.2058914
1.3000001,1.2001892
1.3100001,1.2096633
1.3200001,1.1802446
1.33,1.1895893
1.34,1.2227377
1.35,1.2407962
1.36,1.2027003
1.3700001,1.1693939
1.3800001,1.1957986
1.3900001,1.2225479
1.4000001,1.2213722
1.4100001,1.182103
1.4200001,1.1943142
1.4300001,1.210831
1.4400001,1.2648009
1.45,1.2274762
1.46,1.1801844
1.47,1.1934297
1.48,1.1989021
1.4900001,1.2299584
1.5000001,1.2556877
1.5100001,1.2526783
1.5200001,1.2521255
1.5300001,1.2722504
1.5400001,1.2682672
1.5500001,1.2926164
1.5600001,1.3060201
1.5700001,1.2944185
1.58,1.2759796
1.59,1.2961836
1.6,1.3103418
1.6100001,1.3236195
1.6200001,1.3333883
1.6300001,1.3186563
1.6400001,1.3108326
1.6500001,1.2757882
1.6600001,1.2610818
1.6700001,1.2415602
1.6800001,1.2148998
1.6900001,1.2051741
1.7,1.2144033
1.71,1.233471
1.72,1.2432373
1.7300001,1.2608802
1.7400001,1.2405829
1.7500001,1.2864404
1.7600001,1.3072629
1.7700001,1.3212727
1.7800001,1.3764982
1.7900001,1.4401889
1.8000001,1.5147271
1.8100001,1.480175
1.8200001,1.4480355
1.83,1.430999
1.84,1.4992485
1.8500001,1.4846023
1.8600001,1.4950752
1.8700001,1.4598417
1.8800001,1.4566942
1.8900001,1.4676758
1.9000001,1.5085753
1.9100001,1.4916474
1.9200001,1.4928726
1.9300001,1.4882938
1.9400001,1.4713601
1.95,1.4581505
1.96,1.4773787
1.9700001,1.483813
1.9800001,1.4308887
1.9900001,1.4205194
2.0,1.438675
2.01,1.4277951
2.02,1.4114934
2.0300002,1.3916745
2.0400002,1.4137872
2.0500002,1.3971968
2.0600002,1.4078138
2.0700002,1.3736789
2.0800002,1.3793348
2.0900002,1.3588091
2.1000001,1.3271358
2.1100001,1.287253
2.1200001,1.2593185
2.1300001,1.2055565
2.1400001,1.2224879
2.1500001,1.243174
2.1600001,1.2595595
2.1700001,1.2544289
2.1800001,1.2830548
2.1900001,1.2710207
2.2,1.2241293
2.21,1.1932576
2.22,1.1634779
2.23,1.1706729
2.24,1.1511831
2.25,1.1233826
2.26,1.122134
2.2700002,1.136912
2.2800002,1.1432387
2.2900002,1.1618379
2.3000002,1.1461271
2.3100002,1.1459143
2.3200002,1.1297534
2.3300002,1.1373317
2.3400002,1.1618555
2.3500001,1.1547662
2.3600001,1.1510783
2.3700001,1.1232504
2.3800001,1.1471424
2.3900001,1.1583633
2.4000001,1.138809
2.4100001,1.1540626
2.4200001,1.1550958
2.4300001,1.1668813
2.4400001,1.1765722
2.45,1.1960281
2.46,1.1731899
2.47,1.1713401
2.48,1.2022811
2.49,1.229237
2.5,1.2660557
2.5100002,1.2836479
2.5200002,1.3337548
2.5300002,1.377353
2.5400002,1.3647517
2.5500002,1.4060788
2.5600002,1.4054394
2.5700002,1.4019473
2.5800002,1.3944584
2.5900002,1.4808073
2.6000001,1.4990599
2.6100001,1.5365945
2.6200001,1.5280031
2.6300001,1.4991009
2.6400001,1.5316712
2.6500001,1.5879534
2.6600001,1.5992393
2.6700001,1.5234003
2.6800001,1.5374644
2.6900001,1.4632086
2.7,1.4804654
2.71,1.473794
2.72,1.4825828
2.73,1.5014681
2.7400002,1.4866365
2.7500002,1.5087994
2.7600002,1.4887037
2.7700002,1.4779336
2.7800002,1.4855763
2.7900002,1.4465557
2.8000002,1.4714857
2.8100002,1.4975857
2.8200002,1.4889226
2.8300002,1.4671158
2.8400002,1.4316957
2.8500001,1.404367
2.8600001,1.4080606
2.8700001,1.368289
2.8800001,1.4013596
2.8900001,1.3813492
2.9000001,1.3717958
2.9100001,1.3527008
2.9200001,1.3550413
2.9300001,1.3114963
2.9400001,1.2904742
2.95,1.301288
2.96,1.2732332
2.97,1.2640312
2.9800003,1.2760233
2.9900002,1.3053861
3.0000002,1.2901915
3.0100002,1.3306845
3.0200002,1.3505557
3.0300002,1.3504037
3.0400002,1.3747902
3.0500002,1.3533403
3.0600002,1.3592378
3.0700002,1.3680587
3.0800002,1.3493636
3.0900002,1.3881975
3.1000001,1.3768889
3.1100001,1.3894823
3.1200001,1.3976954
3.1300001,1.4146688
3.1400001,1.426869
3.1500001,1.4648284
3.1600001,1.4938214
3.1700001,1.5191642
3.1800001,1.5213044
3.1900001,1.5484498
3.2,1.578349
3.21,1.584379
3.2200003,1.6437197
3.2300003,1.6724154
3.2400002,1.6873211
3.2500002,1.6940044
3.2600002,1.6401093
3.2700002,1.6352317
3.2800002,1.6630447
3.2900002,1.7146847
3.3000002,1.7425001
3.3100002,1.7828538
3.3200002,1.8248178
3.3300002,1.8318833
3.3400002,1.8342507
3.3500001,1.8048311
3.3600001,1.8197215
3.3700001,1.8465769
3.3800001,1.87208
3.3900001,1.8559756
3.4000001,1.8303746
3.4100001,1.8223498
3.4200001,1.7963179
3.4300001,1.7965132
3.4400001,1.7560287
3.45,1.7619631
3.4600003,1.7142596
3.4700003,1.7055562
3.4800003,1.6873246
3.4900002,1.6541983
3.5000002,1.689998
3.5100002,1.6791195
3.5200002,1.6567479
3.5300002,1.6405264
3.5400002,1.6627016
3.5500002,1.6626836
3.5600002,1.6718141
3.5700002,1.6433834
3.5800002,1.6889488
3.5900002,1.6760436
3.6000001,1.6475077
3.6100001,1.646246
3.6200001,1.6488816
3.6300001,1.6374031
3.6400001,1.6043168
3.6500001,1.6196094
3.6600001,1.6545651
3.6700001,1.6351011
3.6800001,1.6475213
3.6900001,1.6186593
3.7000003,1.6126026
3.7100003,1.6039566
3.7200003,1.5785145
3.7300003,1.6107955
3.7400002,1.6274949
3.7500002,1.6438431
3.7600002,1.6419963
3.7700002,1.6508037
3.7800002,1.6553174
3.7900002,1.6538724
3.8000002,1.6867508
3.8100002,1.7220397
3.8200002,1.7105236
3.8300002,1.7363268
3.8400002,1.735602
3.8500001,1.6900988
3.8600001,1.6505992
3.8700001,1.6386143
3.8800001,1.6530191
3.8900001,1.6421639
3.9000001,1.6305438
3.9100001,1.5869493
3.9200001,1.6311058
3.9300003,1.6174675
3.9400003,1.6333998
3.9500003,1.6156167
3.9600003,1.577644
3.9700003,1.5530179
3.9800003,1.5259597
3.9900002,1.5106766
4.0,1.5051292
4.0100002,1.4936786
4.02,1.4653622
4.0300002,1.4240307
4.04,1.3761441
4.0500002,1.3931373
4.0600004,1.3870168
4.0700002,1.382899
4.0800004,1.4304476
4.0900002,1.4528059
4.1000004,1.4432636
4.1100001,1.4677603
4.1200004,1.4784826
4.1300001,1.4367881
4.1400003,1.4033606
4.1500001,1.4051013
4.1600003,1.3990577
4.1700001,1.3918215
4.1800003,1.4128321
4.1900001,1.3624532
4.2000003,1.2768023
4.21,1.2325453
4.2200003,1.2190852
4.23,1.1949807
4.2400002,1.2142595
4.25,1.210395
4.2600002,1.1980971
4.27,1.2133545
4.2800002,1.2045757
4.2900004,1.1648927
4.3000002,1.1506021
4.3100004,1.1765617
4.3200002,1.1880269
4.3300004,1.1578451
4.3400002,1.1852801
4.3500004,1.1756921
4.3600001,1.1179626
4.3700004,1.1092608
4.3800001,1.1039661
4.3900003,1.0787901
4.4000001,1.0664539
4.4100003,1.0790992
4.4200001,1.0985463
4.4300003,1.0595497
4.4400001,1.0766184
4.4500003,1.0799899
4.46,1.0933508
4.4700003,1.0769894
4.48,1.064891
4.4900002,1.0636462
4.5,1.0966403
4.5100002,1.1207935
4.52,1.1481243
4.5300002,1.1442156
4.5400004,1.1684344
4.5500002,1.1442579
4.5600004,1.1959193
4.5700002,1.227919
4.5800004,1.2317595
4.5900002,1.2416873
4.6000004,1.2917504
4.6100001,1.2609714
4.6200004,1.2559311
4.6300001,1.2590135
4.6400003,1.2787132
4.6500001,1.3248608
4.6600003,1.3097839
4.6700001,1.3248464
4.6800003,1.3150475
4.6900001,1.3199292
4.7000003,1.3128749
4.71,1.3363426
4.7200003,1.338493
4.73,1.3274891
4.7400002,1.3522031
