col1,col2
0.5,0.00258314
1.5,0.00783016
2.5,0.011947
3.5,0.0167097
4.5,0.0196158
5.5,0.0276074
6.5,0.0259122
7.5,0.033258
8.5,0.0326929
9.5,0.0401195
10.5,0.0383436
11.5,0.0375363
12.5,0.0445593
13.5,0.0469002
14.5,0.0464966
15.5,0.0435906
16.5,0.0469809
17.5,0.0419761
18.5,0.0418954
19.5,0.0420568
20.5,0.0414918
21.5,0.0384243
22.5,0.0392315
23.5,0.038505
24.5,0.0360833
25.5,0.0346303
26.5,0.0321279
27.5,0.0327737
28.5,0.0287375
29.5,0.0293833
