col1,col2
0.5,0.00385384
1.5,0.0107051
2.5,0.0164145
3.5,0.0264059
4.5,0.028547
5.5,0.0326863
6.5,0.03497
7.5,0.0421068
8.5,0.041964
9.5,0.0456751
10.5,0.0438196
11.5,0.0451042
12.5,0.0456751
13.5,0.047388
14.5,0.0406794
15.5,0.0423922
16.5,0.042535
17.5,0.0396803
18.5,0.0413931
19.5,0.0431059
20.5,0.0351128
21.5,0.0391093
22.5,0.0339709
23.5,0.0304025
24.5,0.0269769
25.5,0.027976
26.5,0.0255495
27.5,0.0228376
28.5,0.0222666
29.5,0.0206965
