time_ps,mindist_nm
0.0,0.2251954
10.0,0.2223828
20.0,0.2434936
30.0,0.2328992
40.0,0.2290719
50.0,0.2235556
60.0,0.2587836
70.0,0.2603189
80.0,0.2384638
90.0,0.2251243
100.0,0.2372949
110.0,0.224849
120.0,0.2402101
130.0,0.2311233
140.0,0.2557677
150.0,0.2192369
160.0,0.2137891
170.0,0.2367636
180.0,0.2219569
190.0,0.246784
200.0,0.2221395
210.0,0.2383291
220.0,0.2315062
230.0,0.184331
240.0,0.2405036
250.0,0.2411186
260.0,0.2521071
270.0,0.2576549
280.0,0.222461
290.0,0.2610039
300.0,0.2596498
310.0,0.2677577
320.0,0.2633513
330.0,0.2537833
340.0,0.2525455
350.0,0.2414643
360.0,0.2338673
370.0,0.226685
380.0,0.2259667
390.0,0.2377771
400.0,0.2230291
410.0,0.2189565
420.0,0.2391591
430.0,0.2346955
440.0,0.2460851
450.0,0.2242988
460.0,0.2308029
470.0,0.2244348
480.0,0.2316828
490.0,0.2155807
500.0,0.2342753
510.0,0.2280437
520.0,0.2300195
530.0,0.2330428
540.0,0.2381532
550.0,0.2270376
560.0,0.2408775
570.0,0.2295102
580.0,0.2254129
590.0,0.240915
600.0,0.2330581
610.0,0.2189088
620.0,0.2407614
630.0,0.223224
640.0,0.2244372
650.0,0.2311753
660.0,0.2164808
670.0,0.2144529
680.0,0.2315641
690.0,0.2301782
700.0,0.2209615
710.0,0.2259315
720.0,0.2251423
730.0,0.2303691
740.0,0.2338568
750.0,0.2263383
760.0,0.2249578
770.0,0.2265593
780.0,0.2306641
790.0,0.2311816
800.0,0.2204948
810.0,0.2260378
820.0,0.2275303
830.0,0.2225444
840.0,0.229395
850.0,0.2362752
860.0,0.2319073
870.0,0.2534049
880.0,0.2337603
890.0,0.2254621
900.0,0.2193105
910.0,0.2235038
920.0,0.2334224
930.0,0.2316484
940.0,0.2291135
950.0,0.2385392
960.0,0.2260487
970.0,0.2262701
980.0,0.2255128
990.0,0.2356479
1000.0,0.247564
1010.0,0.2345549
1020.0,0.2321316
1030.0,0.2270001
1040.0,0.2322478
1050.0,0.2313309
1060.0,0.2258427
1070.0,0.2247176
1080.0,0.2302109
1090.0,0.2432468
1100.0,0.2283988
1110.0,0.2269469
1120.0,0.2264355
1130.0,0.2280219
1140.0,0.2252245
1150.0,0.2277499
1160.0,0.1731292
1170.0,0.2305603
1180.0,0.2383965
1190.0,0.2256657
1200.0,0.223058
1210.0,0.2338268
1220.0,0.2325381
1230.0,0.2246663
1240.0,0.2245305
1250.0,0.2464205
1260.0,0.2258809
1270.0,0.2253201
1280.0,0.2221122
1290.0,0.2291241
1300.0,0.2307443
1310.0,0.2273983
1320.0,0.1803469
1330.0,0.2336879
1340.0,0.2177477
1350.0,0.2241829
1360.0,0.2225712
1370.0,0.2251934
1380.0,0.2193511
1390.0,0.2190116
1400.0,0.2431668
1410.0,0.2227961
1420.0,0.2175639
1430.0,0.2266937
1440.0,0.2334008
1450.0,0.2372887
1460.0,0.2336793
1470.0,0.2350614
1480.0,0.2292704
1490.0,0.2461322
1500.0,0.2390168
1510.0,0.2328218
1520.0,0.2196909
1530.0,0.2244121
1540.0,0.2329568
1550.0,0.2376176
1560.0,0.2292906
1570.0,0.2303237
1580.0,0.2377582
1590.0,0.2553625
1600.0,0.2711273
1610.0,0.2633648
1620.0,0.2641283
1630.0,0.2595402
1640.0,0.2872786
1650.0,0.2675388
1660.0,0.2490722
1670.0,0.2808647
1680.0,0.1854236
1690.0,0.2622733
1700.0,0.2617526
1710.0,0.2415078
