time_ps,mindist_nm
0.0,0.2266844
10.0,0.2206377
20.0,0.1991132
30.0,0.2246798
40.0,0.2224838
50.0,0.1962166
60.0,0.216192
70.0,0.2191347
80.0,0.2233206
90.0,0.2190182
100.0,0.2218581
110.0,0.2175038
120.0,0.2257807
130.0,0.211797
140.0,0.2123981
150.0,0.2229348
160.0,0.2205944
170.0,0.2205697
180.0,0.2180846
190.0,0.2271476
200.0,0.2194561
210.0,0.2263894
220.0,0.219759
230.0,0.2205219
240.0,0.2139371
250.0,0.2081347
260.0,0.2314262
270.0,0.2229285
280.0,0.2180206
290.0,0.2302629
300.0,0.2183782
310.0,0.228197
320.0,0.2305927
330.0,0.2244594
340.0,0.2166981
350.0,0.2142825
360.0,0.1819614
370.0,0.2144035
380.0,0.216871
390.0,0.1814663
400.0,0.2241671
410.0,0.2273016
420.0,0.2451551
430.0,0.2203822
440.0,0.2044332
450.0,0.2217523
460.0,0.2267292
470.0,0.2210386
480.0,0.2153736
490.0,0.2000623
500.0,0.220046
510.0,0.2147578
520.0,0.2237608
530.0,0.2145202
540.0,0.2242904
550.0,0.2242101
560.0,0.2334911
570.0,0.2210657
580.0,0.2213844
590.0,0.2150443
600.0,0.2344398
610.0,0.218984
620.0,0.2151235
630.0,0.2212463
640.0,0.2232733
650.0,0.2210902
660.0,0.2306295
670.0,0.2188929
680.0,0.233756
690.0,0.2229275
700.0,0.2229283
710.0,0.22245
720.0,0.2282803
730.0,0.2152096
740.0,0.2257984
750.0,0.2281181
760.0,0.2231248
770.0,0.2176721
780.0,0.2178573
790.0,0.2247714
800.0,0.2406242
810.0,0.2199504
820.0,0.2245394
830.0,0.1789302
840.0,0.2061769
850.0,0.2196595
860.0,0.2255703
870.0,0.2231478
880.0,0.2251267
890.0,0.2231276
900.0,0.2139041
910.0,0.229665
920.0,0.2275979
930.0,0.2196246
940.0,0.2226592
950.0,0.2198201
960.0,0.2199816
970.0,0.2338631
980.0,0.2323037
990.0,0.2292191
1000.0,0.2155804
1010.0,0.2249533
1020.0,0.2222133
1030.0,0.2297893
1040.0,0.2228476
1050.0,0.2255969
1060.0,0.2249531
1070.0,0.2312664
1080.0,0.2170297
1090.0,0.2245128
1100.0,0.2189109
1110.0,0.2154991
