time_ps,rg_nm,rg_x_nm,rg_y_nm,rg_z_nm
0.0,3.46592,2.81554,3.09461,2.5537
10.0,3.49302,2.82876,3.12889,2.57109
20.0,3.53839,2.84586,3.18684,2.6049
30.0,3.52896,2.85163,3.17073,2.59265
40.0,3.55634,2.86085,3.19646,2.62551
50.0,3.56159,2.86379,3.20458,2.62664
60.0,3.57358,2.88388,3.21221,2.6279
70.0,3.576,2.88061,3.21178,2.6386
80.0,3.60652,2.90519,3.2404,2.65964
90.0,3.62055,2.90674,3.26292,2.66853
100.0,3.62849,2.90518,3.28022,2.67057
110.0,3.60359,2.89402,3.25155,2.65023
120.0,3.56625,2.86544,3.21135,2.62921
130.0,3.62933,2.91247,3.27029,2.6771
140.0,3.62884,2.91993,3.25769,2.683
150.0,3.65871,2.94735,3.29308,2.69091
160.0,3.59546,2.90987,3.22796,2.63964
170.0,3.56814,2.88994,3.20406,2.6164
180.0,3.53237,2.85603,3.17713,2.58925
190.0,3.55964,2.88002,3.19945,2.6098
200.0,3.55234,2.87767,3.18605,2.60892
210.0,3.55909,2.8746,3.19288,2.62229
220.0,3.5588,2.86497,3.19984,2.62357
230.0,3.59553,2.88828,3.23747,2.65186
240.0,3.60784,2.89271,3.25186,2.66283
250.0,3.6332,2.91859,3.27181,2.67908
260.0,3.64543,2.9228,3.28967,2.68583
270.0,3.60368,2.89247,3.24206,2.66377
280.0,3.59324,2.87329,3.24047,2.65825
290.0,3.57005,2.85554,3.21653,2.64391
300.0,3.56567,2.84683,3.2133,2.64542
310.0,3.58149,2.84764,3.24109,2.65336
320.0,3.56873,2.84413,3.22329,2.64443
330.0,3.55729,2.85187,3.20679,2.62525
340.0,3.52568,2.82825,3.18329,2.59392
350.0,3.51064,2.81271,3.17184,2.58403
360.0,3.47368,2.79453,3.13485,2.54877
370.0,3.48623,2.7994,3.14138,2.56959
380.0,3.48398,2.786,3.15555,2.56066
390.0,3.44124,2.75012,3.12344,2.52292
400.0,3.42604,2.75275,3.10337,2.50339
410.0,3.42649,2.75597,3.09852,2.50708
420.0,3.41395,2.74777,3.08914,2.49342
430.0,3.38225,2.71851,3.05593,2.47997
440.0,3.36029,2.7077,3.03766,2.4544
450.0,3.3122,2.66224,2.99518,2.42544
460.0,3.35386,2.6946,3.03053,2.46004
470.0,3.38444,2.71508,3.06321,2.48072
480.0,3.42691,2.74992,3.10786,2.50332
490.0,3.48577,2.7877,3.16363,2.55371
500.0,3.48996,2.79423,3.16518,2.55609
510.0,3.45623,2.75997,3.14015,2.5324
520.0,3.48797,2.78107,3.16899,2.56028
530.0,3.46863,2.7586,3.15208,2.55291
540.0,3.46195,2.74314,3.14715,2.5575
550.0,3.44452,2.73275,3.13023,2.54226
560.0,3.41804,2.71201,3.10438,2.52465
570.0,3.47288,2.76023,3.16536,2.54624
580.0,3.43806,2.74182,3.128,2.51765
590.0,3.4917,2.78357,3.17814,2.55638
600.0,3.48122,2.78236,3.16232,2.54872
610.0,3.46435,2.78175,3.13669,2.53505
620.0,3.45799,2.76762,3.13484,2.53542
630.0,3.48152,2.7822,3.15667,2.55672
640.0,3.5145,2.82509,3.189,2.55979
650.0,3.50051,2.81652,3.178,2.54456
660.0,3.50875,2.82058,3.18754,2.55078
670.0,3.46953,2.7875,3.15176,2.52418
680.0,3.49697,2.80774,3.17885,2.54344
690.0,3.52029,2.80617,3.2144,2.56474
700.0,3.50045,2.79629,3.18933,2.5525
710.0,3.52003,2.81048,3.21385,2.55999
720.0,3.48595,2.78926,3.17912,2.53318
730.0,3.49587,2.80091,3.18783,2.53668
740.0,3.49376,2.79623,3.18847,2.53526
750.0,3.45227,2.76367,3.14845,2.50714
760.0,3.4766,2.76837,3.17948,2.52992
770.0,3.50626,2.8005,3.1995,2.55108
780.0,3.51355,2.81402,3.20214,2.55298
790.0,3.53406,2.82023,3.23271,2.56419
800.0,3.5495,2.82737,3.2422,2.58689
810.0,3.48319,2.78258,3.17743,2.53504
820.0,3.4447,2.75748,3.14095,2.50251
830.0,3.46281,2.76838,3.15647,2.52089
840.0,3.51179,2.79637,3.20404,2.5651
850.0,3.49025,2.77697,3.17991,2.55741
860.0,3.51006,2.78539,3.20385,2.57254
870.0,3.52248,2.80709,3.21352,2.57087
880.0,3.5486,2.82098,3.23456,2.60092
890.0,3.57259,2.84758,3.25468,2.61251
900.0,3.58865,2.86353,3.26873,2.62154
910.0,3.579,2.85307,3.26178,2.61519
920.0,3.54983,2.83664,3.23205,2.59034
930.0,3.51024,2.80805,3.19472,2.55973
940.0,3.54564,2.82913,3.22793,2.59222
950.0,3.49846,2.78638,3.18178,2.56726
960.0,3.53336,2.80805,3.21741,2.59468
970.0,3.50938,2.79923,3.18995,2.57294
980.0,3.51122,2.79602,3.1949,2.57532
990.0,3.54934,2.8255,3.23152,2.60182
1000.0,3.51547,2.81287,3.19033,2.57423
1010.0,3.51396,2.8073,3.18948,2.57724
1020.0,3.48161,2.78602,3.1534,2.55682
1030.0,3.49314,2.79052,3.16751,2.56592
1040.0,3.5146,2.80757,3.1882,2.58026
1050.0,3.51254,2.80815,3.1769,2.58793
1060.0,3.49533,2.79268,3.16301,2.57508
1070.0,3.4421,2.76647,3.10723,2.52742
1080.0,3.44116,2.76684,3.10674,2.52505
1090.0,3.44245,2.75858,3.1117,2.5315
1100.0,3.46514,2.77476,3.12718,2.55652
1110.0,3.45933,2.76019,3.13161,2.55115
1120.0,3.46865,2.76373,3.14727,2.55335
1130.0,3.51156,2.78236,3.18433,2.60397
1140.0,3.48634,2.76667,3.15987,2.58261
1150.0,3.44613,2.75483,3.11824,2.53754
1160.0,3.48194,2.77145,3.15932,2.56624
1170.0,3.49486,2.77617,3.17137,2.58134
1180.0,3.47561,2.7505,3.15799,2.57324
1190.0,3.44801,2.72929,3.13162,2.55373
1200.0,3.48895,2.75281,3.17715,2.58326
1210.0,3.48369,2.7344,3.17291,2.5938
1220.0,3.49576,2.74982,3.17808,2.60365
1230.0,3.50782,2.76487,3.18791,2.60813
1240.0,3.53056,2.75871,3.2171,2.63999
1250.0,3.55871,2.77353,3.24464,2.6662
1260.0,3.60365,2.80516,3.29341,2.6939
1270.0,3.58668,2.7837,3.28252,2.68414
1280.0,3.61683,2.82278,3.30622,2.69512
1290.0,3.64466,2.85338,3.32644,2.71297
1300.0,3.63803,2.8521,3.31981,2.70461
1310.0,3.651,2.85419,3.34084,2.71144
1320.0,3.65519,2.84225,3.35496,2.71785
1330.0,3.63898,2.81062,3.34295,2.72204
1340.0,3.62713,2.80304,3.33785,2.70443
1350.0,3.65965,2.81787,3.36924,2.73751
1360.0,3.68194,2.82657,3.39204,2.76007
1370.0,3.72846,2.85723,3.44128,2.79224
1380.0,3.72259,2.85669,3.43416,2.78588
1390.0,3.70852,2.84504,3.42933,2.76617
1400.0,3.70239,2.83793,3.42059,2.76786
1410.0,3.71264,2.84041,3.42674,2.78511
1420.0,3.71611,2.84143,3.43561,2.7824
1430.0,3.70253,2.8306,3.42107,2.77516
1440.0,3.67813,2.81783,3.39339,2.75719
1450.0,3.68757,2.8352,3.39504,2.76255
1460.0,3.69903,2.8405,3.40736,2.77256
1470.0,3.70627,2.84935,3.414,2.77466
1480.0,3.68778,2.84513,3.38929,2.75997
1490.0,3.71489,2.87404,3.41411,2.7721
1500.0,3.71409,2.87165,3.41277,2.77409
1510.0,3.69927,2.86255,3.39263,2.76858
1520.0,3.6464,2.82001,3.34166,2.73374
1530.0,3.64641,2.8443,3.33111,2.72145
1540.0,3.61107,2.82521,3.28786,2.69961
1550.0,3.59792,2.807,3.27999,2.69305
1560.0,3.58804,2.80498,3.26489,2.68712
1570.0,3.5577,2.79347,3.23529,2.65404
1580.0,3.54468,2.78201,3.21915,2.65084
1590.0,3.53087,2.75755,3.20485,2.65688
1600.0,3.54482,2.76531,3.21341,2.67556
1610.0,3.57657,2.78488,3.24971,2.69584
1620.0,3.58458,2.78323,3.25226,2.71567
1630.0,3.61668,2.81913,3.28234,2.72755
1640.0,3.58293,2.78204,3.25192,2.71293
1650.0,3.59855,2.78969,3.26853,2.72642
1660.0,3.56895,2.76834,3.23793,2.70682
1670.0,3.57963,2.77898,3.25054,2.70901
1680.0,3.57351,2.77073,3.24579,2.70701
1690.0,3.60297,2.80136,3.26931,2.72523
1700.0,3.60619,2.80224,3.2809,2.7189
1710.0,3.59927,2.80743,3.26904,2.70946
1720.0,3.57148,2.77371,3.24828,2.69559
1730.0,3.52912,2.75591,3.20337,2.65571
