time_ps,mindist_nm
0.0,0.1749774
10.0,0.1838503
20.0,0.1789104
30.0,0.2178094
40.0,0.2205952
50.0,0.2141166
60.0,0.2143941
70.0,0.2256835
80.0,0.2240914
90.0,0.2138177
100.0,0.1808286
110.0,0.1896598
120.0,0.1874996
130.0,0.2305991
140.0,0.2311646
150.0,0.2258788
160.0,0.2202682
170.0,0.2255326
180.0,0.2362581
190.0,0.2278529
200.0,0.209914
210.0,0.2218562
220.0,0.2165646
230.0,0.2127723
240.0,0.2286371
250.0,0.2197112
260.0,0.2220836
270.0,0.2248844
280.0,0.2283791
290.0,0.2393259
300.0,0.2192854
310.0,0.2214727
320.0,0.2026349
330.0,0.2388831
340.0,0.2220046
350.0,0.2333432
360.0,0.205582
370.0,0.2213614
380.0,0.2228946
390.0,0.2273607
400.0,0.2163055
410.0,0.2272663
420.0,0.2280108
430.0,0.2261261
440.0,0.2202136
450.0,0.2171776
460.0,0.2247335
470.0,0.2425899
480.0,0.220499
490.0,0.1941598
500.0,0.2128921
510.0,0.2209393
520.0,0.2246264
530.0,0.2191731
540.0,0.2283788
550.0,0.2367296
560.0,0.1950666
570.0,0.2208823
580.0,0.1837438
590.0,0.2168458
600.0,0.2012711
610.0,0.2174608
620.0,0.1896469
630.0,0.2180045
640.0,0.1892219
650.0,0.1918253
660.0,0.1804715
670.0,0.2116554
680.0,0.2171381
690.0,0.2204039
700.0,0.2199296
710.0,0.1704992
720.0,0.1909161
730.0,0.2230714
740.0,0.2331821
750.0,0.1905598
760.0,0.2201045
770.0,0.2299434
780.0,0.2023685
790.0,0.2188927
800.0,0.22687
810.0,0.215411
820.0,0.2206831
830.0,0.2184722
840.0,0.2177474
850.0,0.2200615
860.0,0.2223017
870.0,0.2306012
880.0,0.2137217
890.0,0.2284968
900.0,0.2191758
910.0,0.2349355
920.0,0.2250429
930.0,0.2166544
940.0,0.2259667
950.0,0.2285036
960.0,0.2218694
970.0,0.2114662
980.0,0.2186343
990.0,0.2202749
1000.0,0.2128921
1010.0,0.2152114
1020.0,0.2317003
1030.0,0.2222026
1040.0,0.2156317
1050.0,0.190318
1060.0,0.2217882
1070.0,0.2005741
1080.0,0.1981639
1090.0,0.2107037
1100.0,0.2072437
1110.0,0.1973272
1120.0,0.2265456
1130.0,0.187115
1140.0,0.2156153
1150.0,0.2210454
1160.0,0.1903133
1170.0,0.1931917
1180.0,0.2173611
1190.0,0.2117831
1200.0,0.2022496
1210.0,0.2141147
1220.0,0.2223219
1230.0,0.2037183
1240.0,0.2306212
1250.0,0.2251686
1260.0,0.1936598
1270.0,0.2331115
1280.0,0.210471
1290.0,0.1870988
1300.0,0.1880983
1310.0,0.1956038
1320.0,0.1714469
1330.0,0.2164875
1340.0,0.2056454
1350.0,0.1757099
1360.0,0.2241628
1370.0,0.224377
1380.0,0.1816009
1390.0,0.2027831
1400.0,0.215875
1410.0,0.2034624
1420.0,0.2000479
1430.0,0.2079813
1440.0,0.1974918
1450.0,0.2239574
1460.0,0.2127441
1470.0,0.2281951
1480.0,0.205582
1490.0,0.205998
1500.0,0.2228744
1510.0,0.2054994
1520.0,0.1946126
1530.0,0.2273785
1540.0,0.2195859
1550.0,0.2003625
1560.0,0.2310606
1570.0,0.2207848
1580.0,0.2283091
1590.0,0.2146021
1600.0,0.2251821
1610.0,0.2267732
1620.0,0.2216531
1630.0,0.2222544
1640.0,0.215539
1650.0,0.2114736
1660.0,0.2153718
1670.0,0.2313635
1680.0,0.2298307
1690.0,0.218838
1700.0,0.2055865
1710.0,0.2020125
1720.0,0.1845049
1730.0,0.2178025
1740.0,0.2300498
1750.0,0.2184077
1760.0,0.215583
1770.0,0.2143854
1780.0,0.2206314
1790.0,0.2203749
1800.0,0.2209545
1810.0,0.2318301
1820.0,0.2355116
1830.0,0.2195223
1840.0,0.244798
