col1,col2
0.5,0.00347675
1.5,0.00977836
2.5,0.0204259
3.5,0.0302043
4.5,0.0302043
5.5,0.0393307
6.5,0.0465015
7.5,0.0425902
8.5,0.047588
9.5,0.0465015
10.5,0.0512821
11.5,0.0443286
12.5,0.0421556
13.5,0.047588
14.5,0.0467188
15.5,0.0354194
16.5,0.0397653
17.5,0.0412864
18.5,0.0323772
19.5,0.029987
20.5,0.0319426
21.5,0.0352021
22.5,0.0306389
23.5,0.0245545
24.5,0.0273794
25.5,0.0286832
26.5,0.0254237
27.5,0.0232508
28.5,0.0223816
29.5,0.0230335
