time_ps,mindist_nm
0.0,0.2183599
10.0,0.2163589
20.0,0.217175
30.0,0.2305233
40.0,0.2233519
50.0,0.2243682
60.0,0.2261083
70.0,0.2283923
80.0,0.235841
90.0,0.2188562
100.0,0.2162917
110.0,0.2335254
120.0,0.2286159
130.0,0.2354485
140.0,0.21772
150.0,0.2212553
160.0,0.222695
170.0,0.216896
180.0,0.216675
190.0,0.2293426
200.0,0.215949
210.0,0.2276774
220.0,0.2188625
230.0,0.2351807
240.0,0.2142221
250.0,0.2286525
260.0,0.2285631
270.0,0.2191302
280.0,0.227528
290.0,0.2151977
300.0,0.2148166
310.0,0.221957
320.0,0.2245373
330.0,0.2396767
340.0,0.2263489
350.0,0.2080021
360.0,0.2242813
370.0,0.2438687
380.0,0.2290174
390.0,0.23265
400.0,0.2223871
410.0,0.2436516
420.0,0.2211019
430.0,0.2355165
440.0,0.2874023
450.0,0.2121747
460.0,0.2194856
470.0,0.2187329
480.0,0.2008331
490.0,0.2157636
500.0,0.2297652
510.0,0.2234165
520.0,0.2309178
530.0,0.2427201
540.0,0.2387363
550.0,0.2182941
560.0,0.2242162
570.0,0.2173043
580.0,0.2259316
590.0,0.2300745
600.0,0.2224608
610.0,0.2203882
620.0,0.2324369
630.0,0.2249398
640.0,0.2323576
650.0,0.2276596
660.0,0.2276686
670.0,0.2535052
680.0,0.2327535
690.0,0.2307833
700.0,0.2329699
710.0,0.2337005
720.0,0.2276442
730.0,0.2189998
740.0,0.2190936
750.0,0.232725
760.0,0.2192966
770.0,0.2253312
780.0,0.2221732
790.0,0.2220563
800.0,0.2197153
810.0,0.2299347
820.0,0.2148146
830.0,0.2296827
840.0,0.231495
850.0,0.2356907
860.0,0.2296198
870.0,0.2379495
880.0,0.211556
890.0,0.2228588
900.0,0.2293687
910.0,0.2204995
920.0,0.2251357
930.0,0.22886
940.0,0.2293232
950.0,0.2294777
960.0,0.2283614
970.0,0.2602328
980.0,0.2295166
990.0,0.2075886
1000.0,0.2262275
1010.0,0.2332684
1020.0,0.2184971
1030.0,0.2167903
1040.0,0.2372761
1050.0,0.2309872
1060.0,0.2295345
1070.0,0.2260021
1080.0,0.2246131
1090.0,0.2348744
1100.0,0.2222342
1110.0,0.2293253
1120.0,0.2358092
1130.0,0.2269556
1140.0,0.2215986
1150.0,0.2326674
1160.0,0.2016978
1170.0,0.2131876
1180.0,0.2384742
1190.0,0.2295126
1200.0,0.2061675
1210.0,0.2276227
1220.0,0.2280767
1230.0,0.2231902
1240.0,0.2126237
1250.0,0.2366431
1260.0,0.2234526
1270.0,0.24987
1280.0,0.2249157
1290.0,0.2266206
1300.0,0.2277036
1310.0,0.233587
1320.0,0.2317975
1330.0,0.2090861
1340.0,0.2408339
1350.0,0.2143102
1360.0,0.2269645
1370.0,0.2265323
1380.0,0.2513446
1390.0,0.2559706
1400.0,0.24798
1410.0,0.2201549
1420.0,0.2388179
1430.0,0.2492509
1440.0,0.259494
1450.0,0.2431339
1460.0,0.249341
1470.0,0.2299652
1480.0,0.2385352
1490.0,0.2484306
1500.0,0.2460266
1510.0,0.2342859
1520.0,0.2622724
1530.0,0.2355206
1540.0,0.2315794
1550.0,0.2412674
1560.0,0.2424067
1570.0,0.2434542
1580.0,0.261526
1590.0,0.2296779
1600.0,0.258971
1610.0,0.2618492
1620.0,0.2193629
1630.0,0.2649339
1640.0,0.2633802
1650.0,0.2290085
1660.0,0.218078
1670.0,0.2152346
1680.0,0.2639643
1690.0,0.2334454
1700.0,0.2506751
1710.0,0.2218355
1720.0,0.2147092
1730.0,0.2316571
1740.0,0.1593767
1750.0,0.1984667
1760.0,0.2176834
1770.0,0.2298912
1780.0,0.2155946
1790.0,0.2337603
1800.0,0.2448915
1810.0,0.2318686
1820.0,0.2574898
