col1,col2
0.5,0.00328267
1.5,0.00778115
2.5,0.0138602
3.5,0.0216413
4.5,0.0265046
5.5,0.0307599
6.5,0.04
7.5,0.0393921
8.5,0.0431611
9.5,0.0487538
10.5,0.0453495
11.5,0.0511854
12.5,0.0499696
13.5,0.0474164
14.5,0.0470517
15.5,0.0441337
16.5,0.0448632
17.5,0.043769
18.5,0.0421885
19.5,0.0398784
20.5,0.0368389
21.5,0.036231
22.5,0.0327052
23.5,0.028693
24.5,0.0280851
25.5,0.0246809
26.5,0.0209119
27.5,0.0215198
28.5,0.0206687
29.5,0.0187234
