time_ps,rmsd_nm
0.0,0.0005031
0.01,0.1308743
0.02,0.1763006
0.03,0.196987
0.04,0.2160202
0.05,0.2349541
0.06,0.2574916
0.07,0.2706415
0.08,0.2924696
0.09,0.3308477
0.1,0.3317192
0.11,0.3247772
0.12,0.3528922
0.13,0.3545088
0.14,0.3639337
0.15,0.3717792
0.16,0.3654699
0.17,0.3572525
0.18,0.3581944
0.19,0.360421
0.2,0.3823139
0.21,0.3934605
0.22,0.4429232
0.23,0.4043054
0.24,0.3987694
0.25,0.4416203
0.26,0.4333988
0.27,0.4236059
0.28,0.4120836
0.29,0.4219228
0.3,0.425059
0.31,0.4626911
0.32,0.4709479
0.33,0.4614452
0.34,0.4689745
0.35,0.4740625
0.36,0.4819303
0.37,0.4796954
0.38,0.4821123
0.39,0.5087648
0.4,0.5200869
0.41,0.5343204
0.42,0.5805789
0.43,0.6032405
0.44,0.6216462
0.45,0.5937132
0.46,0.576816
0.47,0.5521671
0.48,0.5604156
0.49,0.5974512
0.5,0.6694353
0.5100001,0.6441548
0.52,0.6470649
0.53,0.6678613
0.54,0.6820247
0.55,0.6743434
0.56,0.6455109
0.5700001,0.63026
0.58,0.5969416
0.59,0.6396512
0.6,0.6656055
0.61,0.7052709
0.62,0.708482
0.6300001,0.6926116
0.64,0.6867985
0.65,0.6820098
0.66,0.6969212
0.67,0.6942163
0.68,0.686296
0.6900001,0.6139577
0.7,0.591009
0.71,0.5911211
0.72,0.5954539
0.73,0.6011342
0.74,0.606118
0.7500001,0.592387
0.7600001,0.5712339
0.77,0.5782474
0.78,0.5813637
0.79,0.5974611
0.8,0.5877798
0.8100001,0.5924679
0.8200001,0.5757385
0.83,0.5642986
0.84,0.5971196
0.85,0.61207
0.86,0.6307004
0.8700001,0.648052
0.8800001,0.6076408
0.89,0.6082218
0.9,0.5841963
0.91,0.6219535
0.92,0.666212
0.9300001,0.6813565
0.9400001,0.7152776
0.95,0.7538528
0.96,0.721409
0.97,0.715592
0.98,0.7757557
0.9900001,0.804656
1.0,0.788676
1.01,0.7881453
1.0200001,0.821062
1.0300001,0.7823573
1.0400001,0.8104744
1.0500001,0.7961077
1.0600001,0.8598614
1.0700001,0.9530773
1.08,0.9557156
1.09,0.948689
1.1,0.9370491
1.11,0.9811503
1.12,1.013806
1.13,0.9999061
1.1400001,1.0792183
1.1500001,1.1318398
1.1600001,1.099677
1.1700001,1.1227585
1.1800001,1.1220767
1.1900001,1.1896547
1.2,1.2373182
1.21,1.2353148
1.22,1.2752506
1.23,1.2362137
1.24,1.2199808
1.25,1.2212142
1.2600001,1.2867997
1.2700001,1.2603738
1.2800001,1.2654967
1.2900001,1.2458823
1.3000001,1.2419803
1.3100001,1.1795449
1.3200001,1.1455711
1.33,1.1880107
1.34,1.2505306
1.35,1.2791567
1.36,1.2735633
1.3700001,1.2958934
1.3800001,1.2571074
1.3900001,1.2645942
1.4000001,1.2871226
1.4100001,1.2887088
1.4200001,1.2500653
1.4300001,1.2666626
1.4400001,1.3027828
1.45,1.3240035
1.46,1.2132928
1.47,1.158712
1.48,1.1254032
1.4900001,1.1492419
1.5000001,1.1509565
1.5100001,1.0923169
1.5200001,1.0528893
1.5300001,1.0936509
1.5400001,1.065035
1.5500001,1.0121183
1.5600001,0.9633164
1.5700001,0.9520038
1.58,0.9091144
1.59,0.9351181
1.6,0.9636781
1.6100001,0.9367347
1.6200001,0.9270328
1.6300001,0.9312215
1.6400001,0.9874377
1.6500001,0.9855481
1.6600001,0.9838416
1.6700001,0.913837
1.6800001,0.8701423
1.6900001,0.8570413
1.7,0.8229573
1.71,0.8169996
1.72,0.8218474
1.7300001,0.8861139
1.7400001,0.8399159
1.7500001,0.8615727
1.7600001,0.9042206
1.7700001,0.8741094
1.7800001,0.8979781
1.7900001,0.9137859
1.8000001,0.9091057
1.8100001,0.9010189
1.8200001,0.9564611
1.83,0.9429049
1.84,0.9374965
1.8500001,0.9394361
1.8600001,0.975536
1.8700001,0.99852
1.8800001,0.9981892
1.8900001,0.9672702
1.9000001,0.9821555
1.9100001,0.9805158
1.9200001,0.98041
1.9300001,0.9850355
1.9400001,0.9517895
1.95,0.9537497
1.96,0.9588049
1.9700001,0.9477793
1.9800001,0.9318064
1.9900001,0.9148018
2.0,0.9131011
2.01,0.9316916
2.02,0.9466472
2.0300002,0.9730811
2.0400002,0.9970944
2.0500002,0.9602098
2.0600002,0.9610439
2.0700002,1.0021483
2.0800002,1.0165557
2.0900002,1.0080793
2.1000001,0.971307
2.1100001,0.9364325
2.1200001,0.9544024
2.1300001,0.9474856
2.1400001,0.9226054
2.1500001,0.8744746
2.1600001,0.8785599
2.1700001,0.8943493
2.1800001,0.9849656
2.1900001,0.9965242
2.2,1.0084717
2.21,0.9886233
2.22,0.9602115
2.23,0.9487821
2.24,0.941129
2.25,0.9665045
2.26,1.0017025
2.2700002,1.0148017
2.2800002,0.9936154
2.2900002,0.9944099
2.3000002,1.0319431
2.3100002,1.0456477
2.3200002,1.0507914
2.3300002,1.0609035
2.3400002,1.040136
2.3500001,1.0070752
2.3600001,0.9902198
2.3700001,0.9683044
2.3800001,0.9524466
2.3900001,0.9675826
2.4000001,0.996845
2.4100001,0.987133
2.4200001,0.9999093
2.4300001,0.9868348
2.4400001,0.9735251
2.45,0.9722115
2.46,0.99441
2.47,1.077474
2.48,1.0615337
2.49,1.0999863
2.5,1.118209
2.5100002,1.0786315
2.5200002,1.0550202
2.5300002,1.0947471
2.5400002,1.1058425
2.5500002,1.1154202
2.5600002,1.0770183
2.5700002,1.0868757
2.5800002,1.0667955
2.5900002,0.9989505
2.6000001,1.0144699
2.6100001,1.0883317
2.6200001,1.0335457
2.6300001,1.0344074
2.6400001,1.0600983
2.6500001,1.0569698
2.6600001,1.078781
2.6700001,1.0218219
2.6800001,1.0068055
2.6900001,1.029295
2.7,1.0351247
2.71,1.0959903
2.72,1.1335604
2.73,1.1139103
2.7400002,1.1204638
2.7500002,1.08047
2.7600002,1.0456789
2.7700002,1.0731937
2.7800002,1.109372
2.7900002,1.0793339
2.8000002,1.033438
2.8100002,1.0196588
2.8200002,1.0247445
2.8300002,1.0396426
2.8400002,1.0588039
2.8500001,1.0241152
2.8600001,0.9999844
2.8700001,0.9779495
2.8800001,0.95771
2.8900001,0.9508541
2.9000001,0.9551862
2.9100001,0.9368695
2.9200001,0.8789771
2.9300001,0.895642
2.9400001,0.9084674
2.95,0.9050615
2.96,0.9050876
2.97,0.968957
2.9800003,0.9185401
2.9900002,0.9449773
3.0000002,0.9628069
3.0100002,0.955461
3.0200002,0.9581344
3.0300002,0.96581
3.0400002,0.9599314
3.0500002,0.9590833
3.0600002,0.9896735
3.0700002,0.9867264
3.0800002,0.9988736
3.0900002,1.0060949
3.1000001,1.0017461
3.1100001,0.9958401
3.1200001,0.9831895
3.1300001,0.986938
3.1400001,0.9568197
3.1500001,0.9391023
3.1600001,0.931077
3.1700001,0.9492829
3.1800001,0.9364398
3.1900001,0.9509431
3.2,0.966846
3.21,0.9410638
3.2200003,0.925263
3.2300003,1.0045495
3.2400002,1.0178494
3.2500002,1.0109535
3.2600002,1.0014341
3.2700002,1.0043637
3.2800002,1.0088121
3.2900002,1.0430168
3.3000002,1.062196
3.3100002,1.0409212
3.3200002,1.0604227
3.3300002,1.0408472
3.3400002,1.0446223
3.3500001,1.0454266
3.3600001,1.0832316
3.3700001,1.0743569
3.3800001,0.9948717
3.3900001,0.9612132
3.4000001,0.944458
3.4100001,0.8960615
3.4200001,0.9017225
3.4300001,0.874524
3.4400001,0.8705736
3.45,0.8765342
3.4600003,0.8639487
3.4700003,0.8521432
3.4800003,0.9045259
3.4900002,0.8953362
3.5000002,0.882806
3.5100002,0.8969565
3.5200002,0.9486458
3.5300002,0.9472448
3.5400002,0.9420921
3.5500002,0.914337
3.5600002,0.8545976
3.5700002,0.8685826
3.5800002,0.8703789
3.5900002,0.883254
3.6000001,0.9083043
3.6100001,0.9426174
3.6200001,0.9503052
3.6300001,0.9685215
3.6400001,1.0021648
3.6500001,0.990211
3.6600001,1.0052412
3.6700001,0.9426814
3.6800001,0.911953
3.6900001,0.9028544
3.7000003,0.876667
3.7100003,0.8708475
3.7200003,0.8476979
3.7300003,0.7854502
3.7400002,0.7831343
3.7500002,0.7810612
3.7600002,0.81911
3.7700002,0.8129963
3.7800002,0.8140183
3.7900002,0.7837364
3.8000002,0.8006588
3.8100002,0.8002431
3.8200002,0.8190901
3.8300002,0.8256046
3.8400002,0.8188848
3.8500001,0.8139874
3.8600001,0.8071101
3.8700001,0.8040349
3.8800001,0.8305002
3.8900001,0.8694526
3.9000001,0.9057847
3.9100001,0.9381437
3.9200001,0.9196759
3.9300003,0.9228508
3.9400003,0.9672766
3.9500003,1.0043429
3.9600003,1.0308322
3.9700003,1.0427952
3.9800003,1.0026149
3.9900002,1.0209932
4.0,1.0215884
4.0100002,1.0156907
4.02,1.0060319
4.0300002,1.0407209
4.04,1.0265059
4.0500002,1.0271335
4.0600004,1.0308795
4.0700002,1.0057942
4.0800004,0.9477599
4.0900002,0.9319453
4.1000004,0.9538517
4.1100001,0.9883379
4.1200004,1.0433623
4.1300001,1.0563505
4.1400003,1.0929028
4.1500001,1.1493359
4.1600003,1.1437936
4.1700001,1.1176296
4.1800003,1.1728758
4.1900001,1.1770098
4.2000003,1.140808
4.21,1.1893499
4.2200003,1.2000729
4.23,1.1798488
4.2400002,1.1755682
4.25,1.1009449
4.2600002,1.0611701
4.27,1.0273154
