time_ps,rg_nm,rg_x_nm,rg_y_nm,rg_z_nm
0.0,3.59485,2.87548,3.2984,2.58807
10.0,3.57883,2.86956,3.27657,2.57792
20.0,3.53681,2.8417,3.22645,2.55593
30.0,3.52257,2.83759,3.20678,2.54592
40.0,3.51904,2.83468,3.21001,2.53528
50.0,3.53402,2.84394,3.22169,2.55173
60.0,3.52679,2.82827,3.22687,2.54257
70.0,3.4929,2.81447,3.17949,2.52394
80.0,3.48738,2.81139,3.18034,2.51101
90.0,3.52699,2.83575,3.22708,2.53453
100.0,3.5154,2.82489,3.22243,2.52032
110.0,3.5609,2.85224,3.27236,2.55272
120.0,3.53681,2.84566,3.24192,2.53184
130.0,3.55459,2.85843,3.26376,2.53918
140.0,3.56708,2.86491,3.27665,2.55029
150.0,3.55578,2.86047,3.26432,2.5395
160.0,3.6004,2.8916,3.3133,2.5664
170.0,3.60089,2.88096,3.32877,2.55971
180.0,3.58602,2.86269,3.32338,2.54543
190.0,3.58033,2.8488,3.32669,2.54066
200.0,3.5847,2.84915,3.32977,2.54856
210.0,3.60855,2.85645,3.35204,2.57833
220.0,3.61614,2.86402,3.35631,2.58563
230.0,3.61473,2.86565,3.34277,2.59741
240.0,3.56868,2.83533,3.30095,2.55647
250.0,3.54511,2.80654,3.28105,2.54827
260.0,3.55655,2.80885,3.29174,2.56378
270.0,3.53878,2.80209,3.28085,2.53581
280.0,3.54195,2.8131,3.2754,2.53949
290.0,3.5817,2.83739,3.31959,2.56645
300.0,3.5985,2.8449,3.34499,2.57218
310.0,3.57652,2.82614,3.31819,2.56623
320.0,3.62782,2.85836,3.37998,2.59376
330.0,3.63633,2.86939,3.39437,2.58661
340.0,3.6589,2.88266,3.41081,2.61375
350.0,3.64744,2.88317,3.39393,2.60312
360.0,3.69839,2.92794,3.44456,2.63029
370.0,3.66249,2.89654,3.4011,2.62111
380.0,3.70398,2.92532,3.44288,2.65105
390.0,3.69022,2.91818,3.43242,2.63404
400.0,3.69825,2.90796,3.44935,2.64573
410.0,3.6634,2.8867,3.40766,2.62599
420.0,3.69275,2.90517,3.44057,2.64486
430.0,3.72438,2.92626,3.47067,2.67085
440.0,3.74682,2.94261,3.49431,2.6848
450.0,3.76126,2.95026,3.51122,2.6947
460.0,3.74977,2.94098,3.49635,2.69215
470.0,3.74682,2.92742,3.50745,2.68427
480.0,3.74495,2.91683,3.51248,2.684
490.0,3.75785,2.92947,3.52743,2.68668
500.0,3.75577,2.92487,3.53666,2.67373
510.0,3.76656,2.93675,3.54852,2.67535
520.0,3.78365,2.96086,3.56283,2.67799
530.0,3.76351,2.93937,3.55036,2.66141
540.0,3.76011,2.93151,3.54003,2.67418
550.0,3.74649,2.9273,3.52592,2.65917
560.0,3.72855,2.91935,3.51088,2.6373
570.0,3.7256,2.91085,3.50519,2.64589
