time_ps,rmsd_nm
0.0,0.0004575
0.01,0.123881
0.02,0.1149982
0.03,0.2086297
0.04,0.2769423
0.05,0.2203608
0.06,0.2252795
0.07,0.1532155
0.08,0.1738624
0.09,0.1720434
0.1,0.2804353
0.11,0.3175695
0.12,0.3275819
0.13,0.3343126
0.14,0.3185887
0.15,0.4091264
0.16,0.4669467
0.17,0.5244893
0.18,0.502576
0.19,0.5159687
0.2,0.4662267
0.21,0.493946
0.22,0.5496089
0.23,0.4794561
0.24,0.4876894
0.25,0.5211732
0.26,0.4988216
0.27,0.4389243
0.28,0.4716908
0.29,0.4735631
0.3,0.4143839
0.31,0.4127199
0.32,0.4531963
0.33,0.4767864
0.34,0.4822735
0.35,0.4500344
0.36,0.4940659
0.37,0.5128637
0.38,0.4733455
0.39,0.4708047
0.4,0.4922026
0.41,0.4528022
0.42,0.4537204
0.43,0.5360299
0.44,0.5142268
0.45,0.5405628
0.46,0.5125148
0.47,0.4570223
0.48,0.5440046
0.49,0.5538203
0.5,0.567021
0.5100001,0.5772358
0.52,0.5515183
0.53,0.5686029
0.54,0.596656
0.55,0.6208645
0.56,0.545489
0.5700001,0.5083815
0.58,0.5650801
0.59,0.5753735
0.6,0.5171362
0.61,0.4579618
0.62,0.432552
0.6300001,0.4333765
0.64,0.4713767
0.65,0.4917143
0.66,0.4679389
0.67,0.4303549
0.68,0.4527496
0.6900001,0.4568009
0.7,0.469573
0.71,0.4401015
0.72,0.4000106
0.73,0.4287222
0.74,0.4229164
0.7500001,0.4776529
0.7600001,0.4780551
0.77,0.4250385
0.78,0.4338683
0.79,0.3880796
0.8,0.4627606
0.8100001,0.4859947
0.8200001,0.5138295
0.83,0.5166734
0.84,0.497937
0.85,0.5226738
0.86,0.5183384
0.8700001,0.4599149
0.8800001,0.4168061
0.89,0.4198023
0.9,0.4417371
0.91,0.4432769
0.92,0.3946518
0.9300001,0.4164914
0.9400001,0.4288048
0.95,0.4441966
0.96,0.4446266
0.97,0.4575479
0.98,0.4219666
0.9900001,0.4371477
1.0,0.4145791
1.01,0.4209786
1.0200001,0.4105905
1.0300001,0.4488549
1.0400001,0.4429266
1.0500001,0.4437742
1.0600001,0.4113016
1.0700001,0.4257305
1.08,0.4682093
1.09,0.4840474
1.1,0.4853798
1.11,0.5260873
1.12,0.4816299
1.13,0.4835599
1.1400001,0.479728
1.1500001,0.4843223
1.1600001,0.4905739
1.1700001,0.4771215
1.1800001,0.5237923
1.1900001,0.5272649
1.2,0.5105342
1.21,0.5510798
1.22,0.5752248
1.23,0.5475227
1.24,0.5699481
1.25,0.5630549
1.2600001,0.5289041
1.2700001,0.5255191
1.2800001,0.5312585
1.2900001,0.5492232
1.3000001,0.5282515
1.3100001,0.5709983
1.3200001,0.6256763
