col1,col2
0.5,0.00249377
1.5,0.00706567
2.5,0.0101829
3.5,0.0181837
4.5,0.0181837
5.5,0.0244181
6.5,0.0241064
7.5,0.0255611
8.5,0.0311721
9.5,0.033458
10.5,0.0373026
11.5,0.0383416
12.5,0.0395885
13.5,0.0414589
14.5,0.0426018
15.5,0.0428096
16.5,0.0433292
17.5,0.0447839
18.5,0.0430175
19.5,0.0419784
20.5,0.0415628
21.5,0.0399003
22.5,0.0384456
23.5,0.0442643
24.5,0.039069
25.5,0.0381338
26.5,0.0375104
27.5,0.0355362
28.5,0.0393807
29.5,0.0361596
