time_ps,mindist_nm
0.0,0.1802968
10.0,0.1983735
20.0,0.1957419
30.0,0.1799837
40.0,0.1790951
50.0,0.2019205
60.0,0.1962909
70.0,0.2212441
80.0,0.2164578
90.0,0.1810554
100.0,0.2000848
110.0,0.1905098
120.0,0.1967157
130.0,0.1899921
140.0,0.1836355
150.0,0.1814523
160.0,0.2148814
170.0,0.1737755
180.0,0.1977401
190.0,0.2160211
200.0,0.2110286
210.0,0.211485
220.0,0.2207466
230.0,0.2101284
240.0,0.2243992
250.0,0.2183873
260.0,0.2165297
270.0,0.2003222
280.0,0.2170712
290.0,0.2200205
300.0,0.1910103
310.0,0.2183255
320.0,0.22435
330.0,0.2058614
340.0,0.1996045
350.0,0.216095
360.0,0.2223803
370.0,0.1844449
380.0,0.2165618
390.0,0.2176072
400.0,0.2249845
410.0,0.2349404
420.0,0.2205197
430.0,0.216947
440.0,0.2295628
450.0,0.2265391
460.0,0.189879
470.0,0.2235731
480.0,0.1840544
490.0,0.1823567
500.0,0.2197636
510.0,0.2288778
520.0,0.2167116
530.0,0.2165619
540.0,0.2167487
550.0,0.2231953
560.0,0.2336363
570.0,0.1986858
580.0,0.2210024
590.0,0.1996523
600.0,0.2230942
610.0,0.1963696
620.0,0.2198412
630.0,0.2248864
640.0,0.1989319
650.0,0.2233069
660.0,0.1804716
670.0,0.1857012
680.0,0.2114854
690.0,0.1763434
700.0,0.202329
710.0,0.1928575
720.0,0.1837635
730.0,0.1973856
740.0,0.1799249
750.0,0.178533
760.0,0.1884172
770.0,0.2071378
780.0,0.1878989
790.0,0.1792458
800.0,0.199622
810.0,0.1853513
820.0,0.1783844
830.0,0.1874407
840.0,0.1761279
850.0,0.1899603
860.0,0.2288339
870.0,0.2010821
880.0,0.1916479
890.0,0.1979546
900.0,0.1970711
910.0,0.1950127
920.0,0.2018264
930.0,0.2052436
940.0,0.1784461
950.0,0.1885338
960.0,0.2016235
970.0,0.1890528
980.0,0.1993441
990.0,0.1917108
1000.0,0.2022669
1010.0,0.1886927
1020.0,0.1948358
1030.0,0.202052
1040.0,0.1891532
1050.0,0.1772258
1060.0,0.1886799
1070.0,0.1795132
1080.0,0.1944122
1090.0,0.1978838
1100.0,0.2028079
1110.0,0.1890739
1120.0,0.2020101
1130.0,0.1795495
1140.0,0.1863143
1150.0,0.1918541
1160.0,0.2010224
1170.0,0.1895126
1180.0,0.1881942
1190.0,0.2090095
1200.0,0.1880476
1210.0,0.1876512
1220.0,0.1942811
1230.0,0.2027066
1240.0,0.2040219
1250.0,0.1904097
1260.0,0.193724
1270.0,0.1920991
1280.0,0.1743417
1290.0,0.1923278
1300.0,0.2112109
1310.0,0.1814553
1320.0,0.2262477
1330.0,0.1767197
1340.0,0.190864
1350.0,0.20425
1360.0,0.1963211
1370.0,0.1812292
1380.0,0.2036909
1390.0,0.220479
1400.0,0.1753226
1410.0,0.222715
1420.0,0.2231548
1430.0,0.1921614
1440.0,0.2165592
1450.0,0.1974843
1460.0,0.165496
1470.0,0.221511
1480.0,0.213778
1490.0,0.1931061
1500.0,0.176074
1510.0,0.2058396
1520.0,0.2041911
1530.0,0.2239173
1540.0,0.1721772
1550.0,0.207798
1560.0,0.2126169
1570.0,0.1863435
1580.0,0.1746713
1590.0,0.1723512
1600.0,0.1931346
1610.0,0.1995518
1620.0,0.1875474
1630.0,0.2049122
1640.0,0.1753229
1650.0,0.1894968
1660.0,0.2064678
1670.0,0.2177636
1680.0,0.2167534
1690.0,0.2088277
1700.0,0.2079639
1710.0,0.1816617
1720.0,0.1997947
1730.0,0.2207012
1740.0,0.17596
1750.0,0.1785944
1760.0,0.1997323
1770.0,0.1961505
1780.0,0.1826717
1790.0,0.2159491
1800.0,0.2087604
1810.0,0.185529
1820.0,0.1845024
1830.0,0.1928885
1840.0,0.1827047
1850.0,0.2278816
1860.0,0.220191
1870.0,0.224096
1880.0,0.1863998
1890.0,0.2227669
1900.0,0.1930054
1910.0,0.1921091
1920.0,0.178687
1930.0,0.1874166
1940.0,0.17276
1950.0,0.2016133
1960.0,0.1916793
1970.0,0.1778706
1980.0,0.2015341
1990.0,0.1890875
2000.0,0.2075259
2010.0,0.1768784
2020.0,0.2030296
2030.0,0.1890423
2040.0,0.1867006
2050.0,0.1822828
2060.0,0.2004072
2070.0,0.1971447
2080.0,0.1989523
2090.0,0.1842987
2100.0,0.1900976
2110.0,0.1761052
2120.0,0.1877152
2130.0,0.1822883
2140.0,0.1796998
2150.0,0.1758777
2160.0,0.173361
2170.0,0.2092369
2180.0,0.1752169
2190.0,0.1764172
2200.0,0.2172422
2210.0,0.175926
2220.0,0.1906857
2230.0,0.1722643
2240.0,0.176471
2250.0,0.1939304
2260.0,0.1977321
2270.0,0.2045041
2280.0,0.1841736
2290.0,0.2040637
2300.0,0.1900341
2310.0,0.1900026
2320.0,0.1767176
2330.0,0.201005
2340.0,0.1947434
2350.0,0.2034651
2360.0,0.1714439
2370.0,0.183505
2380.0,0.1970862
2390.0,0.1834148
2400.0,0.1855747
2410.0,0.1975576
2420.0,0.180563
2430.0,0.2197641
2440.0,0.1940594
2450.0,0.2162658
2460.0,0.206383
2470.0,0.1855317
2480.0,0.2016381
2490.0,0.1744505
2500.0,0.18873
2510.0,0.2013355
2520.0,0.1976789
2530.0,0.1969468
2540.0,0.2083219
2550.0,0.1864563
2560.0,0.1966443
2570.0,0.1996097
2580.0,0.1931295
2590.0,0.1812098
2600.0,0.1919296
2610.0,0.1760114
2620.0,0.19352
2630.0,0.1911779
2640.0,0.180967
2650.0,0.1901396
2660.0,0.1864539
2670.0,0.1777243
2680.0,0.2096214
2690.0,0.1780256
2700.0,0.1785218
2710.0,0.1763434
2720.0,0.1867028
2730.0,0.1790672
2740.0,0.1742958
2750.0,0.191484
2760.0,0.1679911
2770.0,0.1835591
2780.0,0.1892988
2790.0,0.1810718
2800.0,0.1865553
2810.0,0.1971547
2820.0,0.1691005
2830.0,0.1991857
2840.0,0.1717528
2850.0,0.206381
2860.0,0.1965732
2870.0,0.1948563
2880.0,0.1907144
2890.0,0.1804801
2900.0,0.1892882
2910.0,0.2237254
2920.0,0.1754595
2930.0,0.1784658
2940.0,0.1879602
2950.0,0.1910345
2960.0,0.1900978
2970.0,0.1972311
2980.0,0.1773611
2990.0,0.194507
3000.0,0.1664122
3010.0,0.1881624
3020.0,0.1728383
3030.0,0.1846895
3040.0,0.1740522
3050.0,0.186024
3060.0,0.1631222
3070.0,0.1869788
3080.0,0.1867083
3090.0,0.1856367
3100.0,0.1990702
3110.0,0.1802247
3120.0,0.1831205
3130.0,0.1935821
3140.0,0.2057986
3150.0,0.1827648
3160.0,0.197924
3170.0,0.1883773
3180.0,0.1821429
3190.0,0.1942036
3200.0,0.1780505
3210.0,0.1968502
3220.0,0.1706045
3230.0,0.1877791
3240.0,0.198731
3250.0,0.1933158
3260.0,0.1817278
3270.0,0.2009828
3280.0,0.1685826
3290.0,0.1668469
3300.0,0.1663643
3310.0,0.1718896
3320.0,0.1709884
3330.0,0.185583
3340.0,0.1720491
3350.0,0.1669164
3360.0,0.1756448
3370.0,0.1863841
3380.0,0.181659
3390.0,0.1903814
3400.0,0.1703909
3410.0,0.1647449
3420.0,0.1645413
3430.0,0.1803053
3440.0,0.209514
3450.0,0.1836027
3460.0,0.164186
3470.0,0.1589906
3480.0,0.1885311
3490.0,0.1839619
3500.0,0.2020917
3510.0,0.1928938
3520.0,0.207598
3530.0,0.1693991
3540.0,0.1959669
3550.0,0.1734042
3560.0,0.1648637
3570.0,0.1951126
3580.0,0.1712777
3590.0,0.1916485
3600.0,0.1806486
3610.0,0.1819945
3620.0,0.1800584
3630.0,0.1829919
