time_ps,rmsd_nm
0.0,0.0005006
0.01,0.1079671
0.02,0.1736274
0.03,0.2185212
0.04,0.2695445
0.05,0.248455
0.06,0.2544697
0.07,0.2650426
0.08,0.2506861
0.09,0.2308429
0.1,0.2772983
0.11,0.2499586
0.12,0.2770614
0.13,0.2892072
0.14,0.2884206
0.15,0.3093681
0.16,0.3613446
0.17,0.3878201
0.18,0.39934
0.19,0.4247838
0.2,0.4112579
0.21,0.4348626
0.22,0.4018402
0.23,0.3832197
0.24,0.3853334
0.25,0.4311406
0.26,0.4169401
0.27,0.4324583
0.28,0.3802967
0.29,0.4344555
0.3,0.4245505
0.31,0.4402747
0.32,0.4743334
0.33,0.4979914
0.34,0.5092777
0.35,0.5274729
0.36,0.5371534
0.37,0.4867857
0.38,0.464838
0.39,0.4316543
0.4,0.4642632
0.41,0.4709268
0.42,0.488539
0.43,0.5074509
0.44,0.5190594
0.45,0.5588156
0.46,0.5085907
0.47,0.5473514
0.48,0.5539078
0.49,0.5935835
0.5,0.6156729
0.5100001,0.6170865
0.52,0.6085368
0.53,0.5953003
0.54,0.5980341
0.55,0.5784243
0.56,0.5866833
0.5700001,0.5941318
0.58,0.607803
0.59,0.5961941
0.6,0.5898513
0.61,0.5992293
0.62,0.6252725
0.6300001,0.6319443
0.64,0.6345843
0.65,0.6385058
0.66,0.6600001
0.67,0.6175823
0.68,0.628182
0.6900001,0.5891035
0.7,0.5951024
0.71,0.6180518
0.72,0.6143748
0.73,0.655263
0.74,0.6693134
0.7500001,0.6484843
0.7600001,0.6539471
0.77,0.6755055
0.78,0.6836103
0.79,0.6961816
0.8,0.6848316
0.8100001,0.6878778
0.8200001,0.7057466
0.83,0.6899667
0.84,0.7357158
0.85,0.7339748
0.86,0.7486519
0.8700001,0.744673
0.8800001,0.7470746
0.89,0.7551344
0.9,0.7840864
0.91,0.7885203
0.92,0.7577401
0.9300001,0.7592425
0.9400001,0.769456
0.95,0.7739211
0.96,0.7732219
0.97,0.7327648
0.98,0.6996401
0.9900001,0.7065077
1.0,0.725397
1.01,0.7449434
1.0200001,0.7360306
1.0300001,0.7178072
1.0400001,0.7309598
1.0500001,0.7315839
1.0600001,0.6913187
1.0700001,0.7028228
1.08,0.7370393
1.09,0.714223
1.1,0.7210726
1.11,0.7284055
1.12,0.6893202
1.13,0.7073736
1.1400001,0.6982152
1.1500001,0.7088945
1.1600001,0.7274987
1.1700001,0.7102885
1.1800001,0.7328053
1.1900001,0.7778009
